Dataset	Date	Time(min)	Distance	Algorithm	Index	Optimizer	SS	DBS	CHS	SSE	CVS	NMI	ARI	CA	Clusters
dataset.txt	2025-02-06 15:07:05.693274	0.0007550160090128581	cosine	agglomerative	silhouette	default	0.6893	72.4945	2.2082	46.9554	0.0076	-1.0	-1.0	-1.0	50:14:25:22:26:12:13:10:27:13:12:17:13:11:8:15:7:20
dataset.txt	2025-02-06 15:07:07.019993	0.0006889859835306803	cosine	agglomerative	ch_score	default	0.6982	54.1792	2.7203	63.7635	0.0033	-1.0	-1.0	-1.0	13:13:17:30:14:13:8:10:27:8:7:13:8:11:16:15:7:20:20:7:7:13:9:5:4
dataset.txt	2025-02-06 15:07:08.422904	0.0009169618288675945	cosine	agglomerative	db_score	default	0.6181	167.2877	1.2775	18.9759	0.0394	-1.0	-1.0	-1.0	51:103:47:41:73
dataset.txt	2025-02-06 15:07:10.825682	0.01730705499649048	cosine	agglomerative	sse	default	0.5071	125.9244	1.2906	11.1441	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 15:07:19.801737	0.02691497802734375	cosine	spectral	silhouette	default	-0.482	0.8701	12.4825	39.6144	0.0803	-1.0	-1.0	-1.0	178:107:1:4:3:12:10
dataset.txt	2025-02-06 15:07:23.008309	0.03177870909372966	cosine	spectral	ch_score	default	-0.8559	0.6777	17.7926	44.6817	0.0722	-1.0	-1.0	-1.0	1:251:1:1:10:14:17:1:15:1:3
dataset.txt	2025-02-06 15:07:27.320501	0.04892468452453613	cosine	spectral	db_score	default	-0.8948	0.9861	24.6391	60.7991	0.024	-1.0	-1.0	-1.0	137:8:7:125:3:4:1:1:2:1:2:2:1:1:1:15:3:1
dataset.txt	2025-02-06 15:07:31.363662	0.04584668874740601	cosine	spectral	sse	default	-0.9118	0.6851	10.9756	51.7391	0.0298	-1.0	-1.0	-1.0	6:27:2:1:2:1:1:1:5:1:2:103:142:20:1
dataset.txt	2025-02-06 15:07:33.273646	0.00902791420618693	cityblock	kmeans	silhouette	default	0.3707	310.813	0.8155	30.2746	0.0056	-1.0	-1.0	-1.0	16:24:30:5:21:31:26:20:25:30:15:26:7:3:23:13
dataset.txt	2025-02-06 15:07:34.913549	0.005504866441090901	cityblock	kmeans	ch_score	default	0.3496	289.9327	0.8451	19.7032	0.0186	-1.0	-1.0	-1.0	54:50:36:44:62:48:21
dataset.txt	2025-02-06 15:07:36.722160	0.007531511783599854	cityblock	kmeans	db_score	default	0.3667	300.8544	0.7612	26.13	0.0127	-1.0	-1.0	-1.0	21:35:49:26:23:33:43:5:33:18:29
dataset.txt	2025-02-06 15:07:39.406501	0.022075553735097248	cityblock	kmeans	sse	default	0.3984	306.9928	0.8857	10.0467	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 15:07:40.799166	0.0008601188659667969	cityblock	agglomerative	silhouette	default	0.3465	267.8952	0.7526	35.5387	0.0052	-1.0	-1.0	-1.0	23:19:24:22:23:38:24:3:4:3:6:2:23:21:8:9:10:21:9:9:12:2
dataset.txt	2025-02-06 15:07:42.230760	0.0006370425224304199	cityblock	agglomerative	ch_score	default	0.2664	191.5382	1.0921	30.0264	0.019	-1.0	-1.0	-1.0	5:46:32:71:27:13:5:30:36:44:6
dataset.txt	2025-02-06 15:07:43.690278	0.0018705169359842936	cityblock	agglomerative	db_score	default	0.3465	267.8952	0.7526	35.5387	0.0052	-1.0	-1.0	-1.0	23:19:24:22:23:38:24:3:4:3:6:2:23:21:8:9:10:21:9:9:12:2
dataset.txt	2025-02-06 15:07:45.969355	0.016782732804616292	cityblock	agglomerative	sse	default	0.2497	212.8462	1.1523	13.9412	0.0614	-1.0	-1.0	-1.0	139:95:81
dataset.txt	2025-02-06 15:08:34.454865	0.6838094313939412	cityblock	spectral	silhouette	default	-0.3888	0.2629	10.9505	33.1451	0.1351	-1.0	-1.0	-1.0	299:1:2:2:3:3:5
dataset.txt	2025-02-06 15:09:00.189197	0.4073877453804016	cityblock	spectral	ch_score	default	-0.3991	0.4225	9.7021	24.0817	0.1603	-1.0	-1.0	-1.0	304:3:1:3:2:2
dataset.txt	2025-02-06 15:10:07.373266	1.0974251945813498	cityblock	spectral	db_score	default	-0.4107	0.6416	11.8038	64.8281	0.0448	-1.0	-1.0	-1.0	15:1:2:2:27:1:2:3:3:227:4:3:3:2:5:15
